[DEBUG] Procedimento 0 carregado: Tempo Médio = 1.100000, Número de Unidades = 20
[DEBUG] Procedimento 1 carregado: Tempo Médio = 12.500000, Número de Unidades = 20
[DEBUG] Procedimento 2 carregado: Tempo Médio = 8.800000, Número de Unidades = 20
[DEBUG] Procedimento 3 carregado: Tempo Médio = 3.400000, Número de Unidades = 20
[DEBUG] Procedimento 4 carregado: Tempo Médio = 1.500000, Número de Unidades = 20
[DEBUG] Procedimento 5 carregado: Tempo Médio = 2.300000, Número de Unidades = 20
[DEBUG] Evento retirado -> ID: 9915917, Tempo: 443145.60, Tempo de espera: -0.00, Estado: 5
[DEBUG] Evento retirado -> ID: 9915919, Tempo: 443145.60, Tempo de espera: -0.00, Estado: 5
[DEBUG] Evento retirado -> ID: 9915921, Tempo: 443146.60, Tempo de espera: -0.00, Estado: 13
[DEBUG] Evento retirado -> ID: 9915922, Tempo: 443146.60, Tempo de espera: -0.00, Estado: 5
[DEBUG] Evento retirado -> ID: 9915923, Tempo: 443147.60, Tempo de espera: -0.00, Estado: 5
[DEBUG] Evento retirado -> ID: 9915924, Tempo: 443147.60, Tempo de espera: -0.00, Estado: 5
[DEBUG] Evento retirado -> ID: 9915926, Tempo: 443147.60, Tempo de espera: -0.00, Estado: 13
[DEBUG] Evento retirado -> ID: 9915927, Tempo: 443147.60, Tempo de espera: -0.00, Estado: 5
[DEBUG] Evento retirado -> ID: 9915928, Tempo: 443147.60, Tempo de espera: -0.00, Estado: 5
[DEBUG] Evento retirado -> ID: 9915933, Tempo: 443147.60, Tempo de espera: -0.00, Estado: 5
[DEBUG] Evento retirado -> ID: 9915929, Tempo: 443154.10, Tempo de espera: 5.50, Estado: 13
[DEBUG] Evento retirado -> ID: 9915930, Tempo: 443156.10, Tempo de espera: 7.50, Estado: 5
[DEBUG] Evento retirado -> ID: 9915932, Tempo: 443156.10, Tempo de espera: 7.50, Estado: 13
[DEBUG] Evento retirado -> ID: 9915935, Tempo: 443156.10, Tempo de espera: 7.50, Estado: 5
[DEBUG] Evento retirado -> ID: 9915936, Tempo: 443157.10, Tempo de espera: 7.50, Estado: 13
[DEBUG] Evento retirado -> ID: 9915916, Tempo: 443207.20, Tempo de espera: -0.00, Estado: 7
[DEBUG] Evento retirado -> ID: 9915933, Tempo: 443209.20, Tempo de espera: -0.00, Estado: 7
[DEBUG] Evento retirado -> ID: 9915916, Tempo: 443214.00, Tempo de espera: -0.00, Estado: 9
[DEBUG] Evento retirado -> ID: 9915922, Tempo: 443217.00, Tempo de espera: -0.00, Estado: 7
[DEBUG] Evento retirado -> ID: 9915916, Tempo: 443218.50, Tempo de espera: -0.00, Estado: 11
[DEBUG] Evento retirado -> ID: 9915917, Tempo: 443224.80, Tempo de espera: -0.00, Estado: 7
[DEBUG] Evento retirado -> ID: 9915927, Tempo: 443226.80, Tempo de espera: -0.00, Estado: 7
[DEBUG] Evento retirado -> ID: 9915933, Tempo: 443233.00, Tempo de espera: -0.00, Estado: 9
[DEBUG] Evento retirado -> ID: 9915933, Tempo: 443234.50, Tempo de espera: -0.00, Estado: 11
[DEBUG] Evento retirado -> ID: 9915916, Tempo: 443243.80, Tempo de espera: -0.00, Estado: 13
[DEBUG] Evento retirado -> ID: 9915933, Tempo: 443248.30, Tempo de espera: -0.00, Estado: 13
[DEBUG] Evento retirado -> ID: 9915927, Tempo: 443260.80, Tempo de espera: -0.00, Estado: 9
[DEBUG] Evento retirado -> ID: 9915923, Tempo: 443262.00, Tempo de espera: -0.00, Estado: 7
[DEBUG] Evento retirado -> ID: 9915922, Tempo: 443268.00, Tempo de espera: -0.00, Estado: 9
[DEBUG] Evento retirado -> ID: 9915919, Tempo: 443268.80, Tempo de espera: -0.00, Estado: 7
[DEBUG] Evento retirado -> ID: 9915922, Tempo: 443271.00, Tempo de espera: -0.00, Estado: 11
[DEBUG] Evento retirado -> ID: 9915917, Tempo: 443272.40, Tempo de espera: -0.00, Estado: 9
[DEBUG] Evento retirado -> ID: 9915917, Tempo: 443273.90, Tempo de espera: -0.00, Estado: 11
[DEBUG] Evento retirado -> ID: 9915927, Tempo: 443274.30, Tempo de espera: -0.00, Estado: 11
[DEBUG] Evento retirado -> ID: 9915930, Tempo: 443279.30, Tempo de espera: 7.50, Estado: 7
[DEBUG] Evento retirado -> ID: 9915919, Tempo: 443302.80, Tempo de espera: -0.00, Estado: 9
[DEBUG] Evento retirado -> ID: 9915919, Tempo: 443302.80, Tempo de espera: -0.00, Estado: 11
[DEBUG] Evento retirado -> ID: 9915915, Tempo: 443304.00, Tempo de espera: -0.00, Estado: 7
[DEBUG] Evento retirado -> ID: 9915924, Tempo: 443314.80, Tempo de espera: -0.00, Estado: 7
[DEBUG] Evento retirado -> ID: 9915912, Tempo: 443329.40, Tempo de espera: -0.00, Estado: 7
[DEBUG] Evento retirado -> ID: 9915935, Tempo: 443332.10, Tempo de espera: 7.50, Estado: 7
[DEBUG] Evento retirado -> ID: 9915917, Tempo: 443333.70, Tempo de espera: -0.00, Estado: 13
[DEBUG] Evento retirado -> ID: 9915930, Tempo: 443333.70, Tempo de espera: 7.50, Estado: 9
[DEBUG] Evento retirado -> ID: 9915927, Tempo: 443341.00, Tempo de espera: -0.00, Estado: 13
[DEBUG] Evento retirado -> ID: 9915930, Tempo: 443341.20, Tempo de espera: 7.50, Estado: 11
[DEBUG] Evento retirado -> ID: 9915923, Tempo: 443347.00, Tempo de espera: -0.00, Estado: 9
[DEBUG] Evento retirado -> ID: 9915923, Tempo: 443350.00, Tempo de espera: -0.00, Estado: 11
[DEBUG] Evento retirado -> ID: 9915922, Tempo: 443351.50, Tempo de espera: -0.00, Estado: 13
[DEBUG] Evento retirado -> ID: 9915928, Tempo: 443358.80, Tempo de espera: -0.00, Estado: 7
[DEBUG] Evento retirado -> ID: 9915915, Tempo: 443368.60, Tempo de espera: -0.00, Estado: 9
[DEBUG] Evento retirado -> ID: 9915915, Tempo: 443370.10, Tempo de espera: -0.00, Estado: 11
[DEBUG] Evento retirado -> ID: 9915919, Tempo: 443371.80, Tempo de espera: -0.00, Estado: 13
[DEBUG] Evento retirado -> ID: 9915924, Tempo: 443382.80, Tempo de espera: -0.00, Estado: 9
[DEBUG] Evento retirado -> ID: 9915924, Tempo: 443387.30, Tempo de espera: -0.00, Estado: 11
[DEBUG] Evento retirado -> ID: 9915912, Tempo: 443404.20, Tempo de espera: -0.00, Estado: 9
[DEBUG] Evento retirado -> ID: 9915912, Tempo: 443410.20, Tempo de espera: -0.00, Estado: 11
[DEBUG] Evento retirado -> ID: 9915930, Tempo: 443417.10, Tempo de espera: 7.50, Estado: 13
[DEBUG] Evento retirado -> ID: 9915928, Tempo: 443447.20, Tempo de espera: -0.00, Estado: 9
[DEBUG] Evento retirado -> ID: 9915928, Tempo: 443451.70, Tempo de espera: -0.00, Estado: 11
[DEBUG] Evento retirado -> ID: 9915935, Tempo: 443457.90, Tempo de espera: 7.50, Estado: 9
[DEBUG] Evento retirado -> ID: 9915935, Tempo: 443463.90, Tempo de espera: 7.50, Estado: 11
[DEBUG] Evento retirado -> ID: 9915924, Tempo: 443470.10, Tempo de espera: -0.00, Estado: 13
[DEBUG] Evento retirado -> ID: 9915923, Tempo: 443471.90, Tempo de espera: -0.00, Estado: 13
[DEBUG] Evento retirado -> ID: 9915915, Tempo: 443475.90, Tempo de espera: -0.00, Estado: 13
[DEBUG] Evento retirado -> ID: 9915912, Tempo: 443555.10, Tempo de espera: -0.00, Estado: 13
[DEBUG] Evento retirado -> ID: 9915935, Tempo: 443585.80, Tempo de espera: 7.50, Estado: 13
[DEBUG] Evento retirado -> ID: 9915928, Tempo: 443619.60, Tempo de espera: -0.00, Estado: 13
[DEBUG] Evento retirado -> ID: 9915911, Tempo: 443687.20, Tempo de espera: -0.00, Estado: 7
[DEBUG] Evento retirado -> ID: 9915911, Tempo: 443847.00, Tempo de espera: -0.00, Estado: 9
[DEBUG] Evento retirado -> ID: 9915911, Tempo: 443853.00, Tempo de espera: -0.00, Estado: 11
[DEBUG] Evento retirado -> ID: 9915911, Tempo: 444195.70, Tempo de espera: -0.00, Estado: 13
9915907 Mon Jul  20 15:00:00 2020 Tue Jul  21 04:36:00 2020  13.60  13.60  0.00
9915908 Mon Jul  20 15:00:00 2020 Tue Jul  21 04:36:00 2020  13.60  13.60  0.00
9915909 Mon Jul  20 16:00:00 2020 Tue Jul  21 05:36:00 2020  13.60  13.60  0.00
9915910 Mon Jul  20 15:00:00 2020 Tue Jul  21 04:36:00 2020  13.60  13.60  0.00
9915911 Mon Jul  20 13:00:00 2020 Thu Sep  3 00:42:00 2020  1067.70  1067.70  0.00
9915912 Mon Jul  20 16:00:00 2020 Fri Aug  7 08:06:00 2020  424.10  424.10  0.00
9915913 Mon Jul  20 16:00:00 2020 Tue Jul  21 05:36:00 2020  13.60  13.60  0.00
9915914 Mon Jul  20 17:00:00 2020 Tue Jul  21 06:36:00 2020  13.60  13.60  0.00
9915915 Mon Jul  20 17:00:00 2020 Tue Aug  4 00:54:00 2020  343.90  343.90  0.00
9915916 Mon Jul  20 17:00:00 2020 Sat Jul  25 08:48:00 2020  111.80  111.80  0.00
9915917 Mon Jul  20 17:00:00 2020 Wed Jul  29 02:42:00 2020  201.70  201.70  0.00
9915919 Mon Jul  20 17:00:00 2020 Thu Jul  30 16:48:00 2020  239.80  239.80  0.00
9915921 Mon Jul  20 18:00:00 2020 Tue Jul  21 07:36:00 2020  13.60  13.60  0.00
9915922 Mon Jul  20 18:00:00 2020 Wed Jul  29 20:30:00 2020  218.50  218.50  0.00
9915923 Mon Jul  20 19:00:00 2020 Mon Aug  3 20:54:00 2020  337.90  337.90  0.00
9915924 Mon Jul  20 19:00:00 2020 Mon Aug  3 19:06:00 2020  336.10  336.10  0.00
9915926 Mon Jul  20 19:00:00 2020 Tue Jul  21 08:36:00 2020  13.60  13.60  0.00
9915927 Mon Jul  20 19:00:00 2020 Wed Jul  29 10:00:00 2020  207.00  207.00  0.00
9915928 Mon Jul  20 19:00:00 2020 Mon Aug  10 00:36:00 2020  485.60  485.60  0.00
9915929 Mon Jul  20 20:00:00 2020 Tue Jul  21 15:06:00 2020  19.10  13.60  5.50
9915930 Mon Jul  20 20:00:00 2020 Sat Aug  1 14:06:00 2020  282.10  274.60  7.50
9915932 Mon Jul  20 20:00:00 2020 Tue Jul  21 17:06:00 2020  21.10  13.60  7.50
9915933 Mon Jul  20 19:00:00 2020 Sat Jul  25 13:18:00 2020  114.30  114.30  0.00
9915935 Mon Jul  20 20:00:00 2020 Sat Aug  8 14:48:00 2020  450.80  443.30  7.50
9915936 Mon Jul  20 21:00:00 2020 Tue Jul  21 18:06:00 2020  21.10  13.60  7.50
Tempo de execução: 0.015625 segundos
